id,title,description,keywords,sector,group,jurisdiction,frequency,granularity_spatial,granularity_temporal,date_earliest,date_latest,access_type,format,provider,reference,url,access_method
235,Smart Pole Locations In Jaipur City,"This catalog contains the Name, address, and Physical Coordinates of the smart pole location in Jaipur city",road transport; smart poles; utilities,Transport Network Assets,MoHUA IUDX data,Jaipur Development Authority (2018),unknown,discrete locations,one-time,,,private,json,JDA,"Indian urban data exchange (2023) IUDX, NA",https://catalogue.cos.iudx.org.in/jaipur/dataset/5004baa8-a1ca-45f0-b639-4cef1ec6b089,Go to source URL
237,Street Lights Data Jaipur,This catalog contains the ward wise data of total no. of poles of LED Bulbs/NonLED Bulbs and  Number of street lights / poles per km of road,road transport; street lighting; utilities,Transport Network Assets,Smartcities.gov.in data,Jaipur Municipal Corporation,unknown,region,one-time,,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/street-lights-data-jaipur,Go to source URL
240,Vcc System Locations In Jaipur City,"This catalog contains the Name, ID,address and Physical Coordinates of the Vehicle Classification Camera(VCC)",road transport; VCC system,Transport Network Assets,MoHUA IUDX data,Jaipur Development Authority (2018),unknown,discrete locations,one-time,,,private,json,JDA,"Indian urban data exchange (2023) IUDX, NA",https://catalogue.cos.iudx.org.in/jaipur/dataset/5004baa8-a1ca-45f0-b639-4cef1ec6b089,Go to source URL
243,Transport Annual Report 2022-23,This dataset contains the annual administrative report for the year (2022-23),transport; road transport,Transport Statistics,,Rajasthan,yearly,state,one-time,2022,2023,open,printed table,"Department of transport and road safety, Rajasthan","Annual administrative report (2022-23), NA",https://transport.rajasthan.gov.in/content/dam/transport/transport-dept/pdf/Statistical-abstract2022-23/prashasnik%20prativedan%202022-23.pdf,Go to source URL
247,Transport Anuual Progress Report,This dataset contains the annual progress report from 2015-16 to 2021-22 in hindi,transport; road transport,Transport Statistics,,Rajasthan,yearly,state,one-time,2015,2022,open,printed table,"Transport Department, Govt. of Rajasthan","Transport Anuual Progress Report, NA",https://transport.rajasthan.gov.in/content/transportportal/en/transport/organisation/AnnualProgressReport.html.html#annualProgressReport,Go to source URL
248,Transport Department Statistical Abstract,This dataset contains the statistical abstract from 2014-2015 to 2019-2020 in English,transport; road transport,Transport Statistics,,Rajasthan,yearly,state,one-time,2014,2020,open,printed table,"Transport Department, Govt. of Rajasthan","STATISTICAL ABSTRACT website, NA",https://transport.rajasthan.gov.in/content/transportportal/en/transport/organisation/statistical-information.html,Go to source URL
246,Transport Dept Yearbook 2018-19,"This dataset contains the general information,routes and highways, permit and licences, revenue collection, vehicle statistics,road accidents, pollution control, enforcement, and miscellaneous data for Rajasthan(2019-20)",transport; road transport,Transport Statistics,,Rajasthan,yearly,state,one-time,2018,2019,open,printed table,"Transport Department, Govt. of Rajasthan","Transport Department, Government of Rajasthan (2018-19) STATISTICAL ABSTRACT, NA",https://transport.rajasthan.gov.in/content/dam/transport/transport-dept/pdf/statistical-abstract2018-19/Trasport%20Department%20Abstract%20Book%2018-19.pdf,Go to source URL
245,Transport Dept Yearbook 2019-20,"This dataset contains the general information,routes and highways, permit and licences, revenue collection, vehicle statistics,road accidents, pollution control, enforcement, and miscellaneous data for Rajasthan(2019-20)",transport; road transport,Transport Statistics,,Rajasthan,yearly,state,one-time,2019,2020,open,printed table,"Transport Department, Govt. of Rajasthan","Transport Department, Government of Rajasthan (2019-20) STATISTICAL YEAR BOOK, NA",https://transport.rajasthan.gov.in/content/dam/transport/transport-dept/pdf/statistical2015-16/Transport%20Dept.%20Statistical%20Year%20Book.pdf,Go to source URL
244,Transport Dept Yearbook 2020-21,"This dataset contains the general information,routes and highways, permit and licences, revenue collection, vehicle statistics,road accidents, pollution control, enforcement, and miscellaneous data for Rajasthan(2020-21)",transport; road transport,Transport Statistics,,Rajasthan,yearly,state,one-time,2020,2021,open,printed table,"Transport Department, Govt. of Rajasthan","Transport Department, Government of Rajasthan (2020-21) STATISTICAL YEAR BOOK, NA",https://transport.rajasthan.gov.in/content/dam/transport/transport-dept/pdf/Statistical%20abstract%202020-21/Transport_Dept_Year_Book.pdf,Go to source URL
269,Average Occupancy,"contains location, direction and average occupancy data",transport; road transport; occupancy,Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Traffic Study by Wilbur Smith Associates-2010, ANNEXURE - 2, pg. 125",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
273,Average Trip Length By Various Modes,"contains mode, homebased,non-home based trips, avg. trip length(km)",transport; road transport; travel demand,Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2017,open,printed table,"egis rail,egis india, feedback infra","JMRCL(2018) Comprehensive Mobility Plan - Urban Transport Sector Assessment Report for Jaipur City, Table 0-3 ( Egis survey)",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/DPR%20Phase%20II/CMP%20Executive%20Summary%20Final.pdf,Go to source URL
250,Classified Traffic Volume Counts,This datasheet shows Location-wise Traffic (PCUs) and Share (%) at Outer Cordon Location,transport; road transport; travel demand,Travel Demand,L&T Infra Engineering Transport Study,Jaipur City,unknown,city,one-time,,2018,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure 3-1, p.g 3-6",Document not yet published,Not currently available
267,Journey Purpose At Outer Cordon (%),"contains purpose in % in mode(2 wheeler,car,auto,taxi) for work, business, education, social & recreation, tourism, others",transport; road transport; travel demand,Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, ANNEXURE - 2, pg. 124",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
258,Midblock Traffic Movement - 16 Hours & 24 Hours With Midblock Location Map,"This dataset contains the midblock traffic location and traffic movement towards North,south,east,west with the number of vehicles and PCUs",transport; road transport; travel demand,Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, Table 2.6, Table 2.7, Figure 2.10",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
274,Modal Share Of Transport,This dataset provides the percentage of people who used different modes of transportation in 2009 and 2018.,transport; road transport; travel demand; mode shares,Travel Demand,,Jaipur City,unknown,city,one-time,2009,2018,open,printed table,JDA,"CMP ppt (n.d), pg. 29",https://cdn.cseindia.org/userfiles/comprehensive_mobility.pdf,Go to source URL
271,Mode Distribution In Jaipur (Including Walk),contains mode distribution with mode and total trips in %,transport; road transport; travel demand; mode shares,Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2017,open,printed table,"egis rail,egis india, feedback infra","JMRCL(2018) Comprehensive Mobility Plan - Urban Transport Sector Assessment Report for Jaipur City, Table 0-1 (Egis survey)",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/DPR%20Phase%20II/CMP%20Executive%20Summary%20Final.pdf,Go to source URL
254,Origin – Destination (O-D) Survey,this dadaset represents The O-D sample size collected at outer cordon locations,transport; road transport; travel demand,Travel Demand,L&T Infra Engineering Transport Study,Jaipur City,unknown,city,one-time,,2018,private,printed table,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Table 3-13 pg 3-17",Document not yet published,Not currently available
260,Outer Cordon Traffic Movement - 24 Hours With Outer Cordon Location Map,This dataset contains the Outer Cordon Traffic location and traffic movement inbound and outbound with the number of vehicles and PCUs,transport; road transport; travel demand,Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, Table 2.9, Figure 2.11",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
255,Passenger Travel Count,This dataset contains the Jaipur metro ridership data  since JUn-2015,transport; road transport; travel demand,Travel Demand,,Jaipur North Region,Monthly,city,one-time,2015,2024,open,printed table,JMRCL,"Jaipur Metro Rail Corporation Ltd. (2024), NA",https://transport.rajasthan.gov.in/content/transportportal/en/metro/PassengerInformation/passenger-travelled-count.html,Go to source URL
268,Peak Hour Passenger Count Data,"contains location, direction, no. of alighting passengers, no. of boarding passengers and total passenger",transport; road transport; travel demand; traffic,Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, ANNEXURE - 2, pg. 124",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
261,Peak Hour Traffic - Outer Cordon,"This dataset contains the peak Hour Traffic - Outer Cordon Locations with peak PCU, Daily PCU, and peak hour factor in %",transport; road transport; travel demand; traffic,Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, Table 2.10",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
259,Peak Hour Traffic At Midblock Locations,"This dataset contains the  Peak Hour Traffic at Midblock Locations with peak PCU,Daily PCU, peak hour factor in %",transport; road transport; travel demand; traffic,Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, Table 2.8",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
257,Peak Hour Traffic At Screen Line Locations,"This dataset contains the  Peak Hour Traffic at Screen Line Locations with peak PCU,Daily PCU, peak hour factor in %",transport; road transport; travel demand; traffic,Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, Table 2-5",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
251,Peak Hour Traffic Characteristics,This dataset shows presents peak hour traffic and its share in the daily traffic at inner cordon locations.,transport; road transport; travel demand; traffic,Travel Demand,L&T Infra Engineering Transport Study,Jaipur City,unknown,city,one-time,,2018,private,printed table,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Table 3-8, p.g 3-11",Document not yet published,Not currently available
266,Peak Hour Traffic Composition At Cordon Locations,"Contains location, passenger,goods and slow moving vehicles traffic composition with further classification like standard bus,mofussil bus, other bus, cars, two wheeler etc.",transport; road transport; travel demand; traffic,Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, ANNEXURE - 2, pg. 122",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
265,Peak Hour Traffic Composition At Midblock Locations,"Contains location, passenger,goods and slow moving vehicles traffic composition with further classification like standard bus,mofussil bus, other bus, cars, two wheeler etc.",transport; road transport; travel demand; traffic,Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, ANNEXURE - 2, pg. 120",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
264,Peak Hour Traffic Composition At Screen Line Locations,"Contains location, passenger,goods and slow moving vehicles traffic composition with further classification like standard bus,mofussil bus, other bus, cars, two wheeler etc.",transport; road transport; travel demand; traffic,Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, ANNEXURE - 2, pg. 116",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
275,Public Transport Mode Jaipur,This catalog contains the public mode share data ,public transport,Travel Demand,Smartcities.gov.in data,Jaipur City,unknown,city,one-time,2015,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/publictransportmodejaipur,Go to source URL
256,Screen Line Traffic Movement – 16 Hours & 24 Hours With Screenline Location Map,"This dataset contains the screen line location and traffic movement towards North,south,east,west with the number of vehicles and PCUs",transport; road transport; travel demand; traffic,Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, Table 2-3, Table 2-4,  Figure 2.8",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
270,Speed And Delay,"contains corridor name, direction(towards), distance(km), average total time(sec), average delay(sec), average journey speed(kmph), running speed(kmph) data",transport; road transport; travel demand; traffic,Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, ANNEXURE - 2, pg. 126",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
262,Speed And Delay: Peak Passengers Per Hour Per Direction (Pphpd) – Major Corridors:,"This dataset contains the location of rods, rail network and the journey speed and  PPHPD on Major corridors",transport; road transport; travel demand; traffic,Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed map,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, Figure 2.13, Figure 2.14",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
272,Total Mechanized Trips Base Year 2017,"contains mode of transport, trips in lakhs and share in %",transport; road transport; travel demand; mode shares,Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2017,open,printed table,"egis rail,egis india, feedback infra","JMRCL(2018) Comprehensive Mobility Plan - Urban Transport Sector Assessment Report for Jaipur City, Table 0-2 (Estimate by Egis survey)",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/DPR%20Phase%20II/CMP%20Executive%20Summary%20Final.pdf,Go to source URL
252,Traffic Composition,The road-wise traffic composition at inner cordon locations,transport; road transport; travel demand; traffic,Travel Demand,L&T Infra Engineering Transport Study,Jaipur City,unknown,city,one-time,,2018,private,printed table,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Table 3-9 pg no-3-12",Document not yet published,Not currently available
253,Traffic Volume,"This dataset shows the Screen-line volume counts have been carried out at 68 locations across river and railway line
crossings along east-west and north-south corridor.",transport; road transport; travel demand; traffic,Travel Demand,L&T Infra Engineering Transport Study,Jaipur City,unknown,city,one-time,,2018,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure3-5 pg 3-14",Document not yet published,Not currently available
249,Transportation Of Goods Vehicle Movement,The routes opted by the goods vehicles within the JDA are presented in this map.,transport; road transport; freight; traffic,Travel Demand,L&T Infra Engineering Transport Study,Jaipur Development Authority (2018),unknown,region,one-time,,2018,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Fig. 2-29, Pg. 2-53",Document not yet published,Not currently available
263,"Travel Characteristics : Daily Trips,Hourly Distribution,Mode Share, Average Trip Length, And Trip Length Distribution","This dataset contains Daily trips,Hourly Distribution,Mode Share, Average Trip Length, and Trip length distribution graphs and tables ",transport; road transport; travel demand; mode shares,Travel Demand,,"Jaipur City, specific locations",unknown,city,one-time,,2009,open,printed table,Wilbur smith associates,"Wilbur Smith Associates(2010) Traffic and Transportation Study for Detailed Project Report for Proposed Jaipur Metro, Table 2.11,Table 2.12, Figure 2.15, Figure 2.16 ",https://transport.rajasthan.gov.in/content/dam/transport/metro/Project/Traffic%20Study%20by%20Wilbur%20Smith%20Associates-2010/Traffic%20and%20Transportation%20Study%20For%20DPR%20For%20Proposed%20Jaipur%20Metro%20Feb%202010.pdf,Go to source URL
276,Dmic Corridor Along With Its Influence Zone,"The DMIC corridor is expected to have an influence zone of 150 Kms on either side, resulting in more than 70% of Jaipur district getting covered by the same. The map shows the DMIC corridor along with its influence zone.",infrastructure; planning; growth; settlements,Urban Development,master plan map,Jaipur Region,unknown,region,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-12, pg.63",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
281,Existing Development Area Boundary Of Jaipur Region,Map outlining the boundaries of existing development areas in Jaipur Region.,infrastructure; settlements; planning,Urban Development,master plan map,Jaipur Region,unknown,region,one-time,,2011,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 4-1, pg. 216",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
280,Growth Direction Of Jaipur Region,This dataset shows the availability of The expansion trajectory of Jaipur region,planning; growth; settlements,Urban Development,L&T Infra Engineering Transport Study,Jaipur District,unknown,district,one-time,,2018,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure 6-2 pg 6-4",Document not yet published,Not currently available
277,Growth Nodes By 2025 Jaipur District,Map projecting key growth areas in Jaipur District by 2025.,planning; growth; settlements,Urban Development,master plan map,Jaipur District,unknown,district,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-47, pg. 124",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
278,Map Showing Jaipur Region-2025,Map depicting the Jaipur Region by 2025.,planning; growth; settlements,Urban Development,master plan map,Jaipur Region,unknown,region,one-time,,2011,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 3-1, pg. 128",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
279,Satellite Towns And Growth Centers In Jaipur Region,"This data shows information as per the master plan, 11 satellite towns and 4 growth centers are proposed in the Jaipur
Region",planning; growth; settlements,Urban Development,L&T Infra Engineering Transport Study,Jaipur Region,unknown,region,one-time,,2018,private,printed table,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Table 6-2 Pg 6-5",Document not yet published,Not currently available
287,Door To Door Collection Of Solid Waste In Jaipur,This catalougue contains total no. of households and establishments covered through doorstep collection ward wise,solid waste; waste collection,Waste Management,Smartcities.gov.in data,Jaipur City,unknown,city,one-time,,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/door-door-collection-solid-waste-jaipur,Go to source URL
283,Public Toilets Jaipur,This catalog describes the sewerage network and details the spread of public toilets available within an area based on ward in the city,sanitation,Waste Management,Smartcities.gov.in data,Jaipur City,unknown,city,one-time,,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/public-toilets-jaipur,Go to source URL
286,Solid Waste Collection Vehicle Jaipur,This catalog contains the types of waste collection vehicle used in different wards of jaipur city,solid waste; waste collection,Waste Management,Smartcities.gov.in data,Jaipur City,unknown,city,one-time,,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/solidwastecollectionvehiclejaipur,Go to source URL
284,Solid Waste D2d Collection Jaipur,This catalog contains ward wise total door to door solid waste collection,solid waste; waste collection,Waste Management,Smartcities.gov.in data,Jaipur City,unknown,city,one-time,,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/solidwasted2dcollectionjaipur,Go to source URL
282,Solid Waste Disposal Data Jaipur,"This catalog contains data regarding the disposal/SLF sites, type of waste,distance from city centre,operation since and quantity(TPD) in Jaipur City.",solid waste; waste disposal,Waste Management,Smartcities.gov.in data,Jaipur City,unknown,city,one-time,,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/solidwastedisposaldatajaipur,Go to source URL
285,Solid Waste Processing Jaipur," catalog contains jaipur city Type of Waste, Quantity, Process technology, Plant location (address), Plant capacity (TPD), Waste to Energy initiative (Y/N), Power generated by Waste-to-Energy initiative (in MW)",solid waste; waste processing,Waste Management,Smartcities.gov.in data,Jaipur City,unknown,city,one-time,,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/solid-waste-processing-jaipur,Go to source URL
288,Solid Waste Segregation Jaipur,This catalog contains the total no. of ward wise No. of Households with waste segregation,solid waste; waste segregation,Waste Management,Smartcities.gov.in data,Jaipur City,unknown,city,one-time,,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/solidwastesegregationjaipur,Go to source URL
289,Waste Management Revenue Expenditure Data Jaipur,This catalog contains the annual expenditure and revenue generated( in lakhs) ,solid waste; finance,Waste Management,Smartcities.gov.in data,Jaipur City,unknown,city,one-time,2015,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/waste-management-revenue-expenditure-data-jaipur,Go to source URL
